Year,Month,Day,Temp high (°C),Temp avg (°C),Temp low (°C),Dew Point high (°C),Dew Point avg (°C),Dew Point low (°C),Humidity (%) high,Humidity (%) avg,Humidity (%) low,Sea Level Press. (hPa) high,Sea Level Press. (hPa) avg,Sea Level Press. (hPa) low,Visibility (km) high,Visibility (km) avg,Visibility (km) low,Wind (km/h) low,Wind (km/h) avg,Wind (km/h) high,Precip. (mm) sum,WeatherEvent
2016,Feb,2,10,7,3,-2,-4,-6,57,46,34,1028,1025,1019,16,16,16,19,6,27,0,
2016,Feb,3,15,11,6,12,9,-2,93,75,57,1026,1017,1010,16,10,2,29,10,48,18.54,Rain
2016,Feb,4,15,11,7,13,6,-3,93,68,42,1019,1015,1011,16,15,4,23,9,34,T,Rain
2016,Feb,5,7,3,-1,-1,-3,-11,92,66,40,1027,1020,1017,16,7,0,27,13,47,13.46,"Fog , Rain , Snow"
2016,Feb,6,4,1,-1,-6,-8,-9,57,49,41,1030,1027,1025,16,16,16,16,10,32,0,
2016,Feb,7,8,4,1,-3,-6,-7,59,48,37,1024,1019,1012,16,16,16,29,9,42,0,
2016,Feb,8,4,1,-2,-3,-4,-7,78,63,48,1011,1008,1007,16,11,1,34,17,50,1.27,Snow
2016,Feb,9,2,0,-3,-3,-6,-6,81,69,56,1007,1003,1001,16,15,8,23,6,31,T,
2016,Feb,10,4,2,-1,-2,-4,-11,82,63,44,1007,1003,1002,16,10,2,26,9,39,0.25,Snow
2016,Feb,11,-1,-4,-8,-8,-17,-21,49,40,31,1022,1013,1007,16,14,3,32,16,60,T,Snow
2016,Feb,12,-3,-6,-9,-14,-18,-19,51,42,32,1025,1020,1013,16,16,16,24,11,43,0,
2016,Feb,13,-6,-10,-14,-11,-21,-27,68,47,25,1026,1018,1011,16,16,16,37,20,64,0,
2016,Feb,14,-9,-14,-18,-24,-27,-28,51,38,24,1034,1032,1027,16,16,16,32,10,53,0,
2016,Feb,15,2,-4,-11,0,-8,-24,89,61,33,1035,1027,1019,16,7,1,19,9,27,11.18,"Fog , Rain , Snow"
2016,Feb,16,12,7,2,10,7,-4,96,79,62,1019,1007,996,16,9,0,29,13,64,25.65,"Fog , Rain"
2016,Feb,17,4,3,2,-3,-4,-6,64,58,52,1022,1015,1009,16,16,16,23,12,35,0,
2016,Feb,18,2,0,-3,-6,-14,-18,61,42,22,1034,1029,1023,16,16,16,24,11,37,0,
2016,Feb,19,4,0,-4,-1,-9,-16,70,51,32,1036,1030,1022,16,16,16,23,9,37,0,
2016,Feb,20,16,10,4,2,-1,-3,70,52,33,1020,1013,1009,16,16,16,26,12,48,0,
2016,Feb,21,13,10,7,2,0,-2,54,45,35,1015,1013,1009,16,16,14,23,8,34,0.76,Rain
2016,Feb,22,11,7,3,-1,-4,-10,64,46,28,1025,1020,1015,16,16,16,26,8,35,0,
2016,Feb,23,4,3,2,1,-1,-11,89,62,34,1027,1025,1022,16,10,4,39,24,56,7.62,Rain
2016,Feb,24,16,9,2,13,6,0,93,89,85,1022,1009,993,16,5,1,34,17,58,30.99,Rain
2016,Feb,25,16,9,3,13,3,-3,89,70,50,1001,994,989,16,16,14,32,14,58,0.51,Rain
2016,Feb,26,4,1,-3,-7,-13,-18,64,44,23,1019,1011,1002,16,16,16,35,14,55,0,
2016,Feb,27,5,1,-3,-7,-11,-14,50,40,30,1021,1018,1015,16,16,16,24,10,39,0,
2016,Feb,28,16,9,3,-1,-4,-7,52,40,27,1015,1012,1007,16,16,16,27,12,50,0,
2016,Feb,29,16,12,8,4,-1,-4,76,54,32,1014,1006,1002,16,16,6,24,14,42,1.27,Rain
2016,Mar,1,11,8,4,7,-2,-12,80,53,25,1022,1015,1003,16,16,16,24,12,40,0,
2016,Mar,2,13,6,-2,9,-4,-14,77,52,27,1019,1006,997,16,14,4,37,17,64,3.56,Rain
2016,Mar,3,2,-1,-3,-8,-14,-16,47,37,26,1025,1023,1021,16,16,16,26,9,40,0,
2016,Mar,4,4,2,-1,-3,-4,-10,85,66,47,1022,1020,1016,16,6,1,24,13,35,2.79,Snow
2016,Mar,5,5,2,-2,-6,-11,-14,56,41,25,1023,1022,1020,16,16,16,21,7,29,0,
2016,Mar,6,7,3,0,-5,-10,-16,61,45,29,1026,1025,1023,16,16,16,21,5,24,0,
2016,Mar,7,16,9,2,2,-1,-6,70,53,36,1025,1021,1015,16,14,8,27,13,48,0,
2016,Mar,8,19,14,8,4,2,0,71,52,32,1021,1020,1018,16,14,10,23,5,31,0,
2016,Mar,9,25,16,7,6,4,2,83,55,27,1021,1018,1015,16,12,6,16,4,35,0,
2016,Mar,10,26,22,17,12,8,6,53,41,29,1016,1014,1011,16,16,13,19,8,48,0,
2016,Mar,11,20,14,9,13,6,-1,86,60,33,1027,1019,1012,16,14,4,27,10,42,1.52,Rain
2016,Mar,12,15,10,4,3,-1,-4,55,43,30,1028,1023,1016,16,16,16,24,8,37,0,
2016,Mar,13,17,13,10,3,0,-4,59,42,25,1020,1017,1015,16,16,16,19,6,29,T,Rain
2016,Mar,14,11,8,4,4,2,-2,89,65,41,1021,1018,1012,16,9,3,45,23,64,7.37,Rain
2016,Mar,15,14,11,7,6,6,4,92,77,61,1011,1009,1008,16,15,6,37,9,60,0,
2016,Mar,16,18,14,9,7,6,5,80,64,48,1011,1010,1007,16,15,5,21,6,29,0.51,Rain
2016,Mar,17,17,12,7,6,3,-2,82,56,29,1013,1010,1007,16,16,13,32,8,52,T,
2016,Mar,18,14,10,6,0,-4,-6,53,40,26,1015,1010,1008,16,16,16,35,14,64,0,
2016,Mar,19,8,5,2,-5,-10,-14,48,34,20,1021,1019,1016,16,16,16,24,8,39,0,
2016,Mar,20,6,3,0,-1,-7,-14,89,58,27,1022,1018,1014,16,10,2,29,15,39,1.78,Snow
2016,Mar,21,10,5,0,-1,-4,-13,89,54,19,1017,1012,1008,16,9,2,32,13,53,1.52,Snow
2016,Mar,22,13,8,2,-1,-7,-9,50,36,22,1023,1019,1016,16,16,16,24,11,37,0,
2016,Mar,23,22,16,9,2,-1,-3,52,36,20,1018,1014,1013,16,16,16,24,10,42,0,
2016,Mar,24,13,10,7,5,3,0,89,70,50,1020,1016,1011,16,14,6,32,15,42,0,
2016,Mar,25,22,14,7,14,9,0,89,63,37,1017,1008,1006,16,12,3,23,6,35,1.02,Rain
2016,Mar,26,13,8,3,2,-1,-4,76,59,41,1030,1026,1019,16,16,16,23,10,34,0,
2016,Mar,27,13,9,6,2,1,1,76,63,50,1029,1027,1021,16,16,14,21,9,32,0,
2016,Mar,28,17,11,6,8,4,-2,92,66,39,1019,1008,999,16,8,3,40,16,72,9.65,Rain
2016,Mar,29,12,8,4,-2,-8,-14,53,36,18,1023,1014,1006,16,16,16,42,19,69,0,
2016,Mar,30,13,8,3,0,-8,-12,54,37,19,1029,1025,1021,16,16,16,26,9,39,0,
2016,Mar,31,23,16,9,13,6,-5,73,53,33,1020,1014,1008,16,16,16,26,11,45,0,
2016,Apr,1,26,21,16,14,13,6,78,61,43,1008,1003,998,16,16,13,19,11,48,0.25,Rain
2016,Apr,2,16,13,9,7,6,3,80,63,46,1004,1000,994,16,15,6,14,8,32,3.81,Rain
2016,Apr,3,10,6,1,7,-9,-15,79,51,23,1017,1006,990,16,16,13,40,20,72,2.29,Rain
2016,Apr,4,7,3,-2,5,-2,-10,89,67,44,1018,1013,1009,16,12,2,26,12,40,11.94,"Rain , Snow"
2016,Apr,5,6,2,-3,-6,-13,-18,69,44,18,1029,1025,1019,16,16,16,35,13,50,0,
2016,Apr,6,9,4,-1,3,-8,-16,71,48,25,1029,1024,1015,16,16,16,27,10,58,0,
2016,Apr,7,14,12,9,11,7,3,86,69,51,1014,1001,994,16,15,10,32,11,55,2.29,Rain
2016,Apr,8,10,7,4,2,-3,-7,62,48,34,1009,1003,998,16,16,16,21,11,47,0.25,
2016,Apr,9,6,4,2,1,-4,-8,85,63,40,1016,1009,1006,16,14,6,23,20,31,2.29,Rain
2016,Apr,10,10,5,-1,-3,-9,-12,49,36,23,1027,1024,1017,16,16,16,21,8,39,0,
2016,Apr,11,18,12,6,7,3,-2,66,51,35,1027,1021,1015,16,16,8,21,11,35,0.25,Rain
2016,Apr,12,15,11,7,12,3,-7,93,61,29,1026,1017,1013,16,15,6,34,9,48,5.08,Rain
2016,Apr,13,14,9,4,1,-4,-7,60,42,24,1030,1028,1026,16,16,16,26,9,40,0,
2016,Apr,14,17,12,6,2,-3,-8,65,42,19,1029,1027,1026,16,16,16,19,10,32,0,
2016,Apr,15,18,12,6,2,-2,-10,76,47,17,1032,1030,1028,16,16,16,19,6,26,0,
2016,Apr,16,20,13,6,2,-3,-10,65,40,15,1032,1030,1028,16,16,16,121,13,32,0,
2016,Apr,17,24,16,7,2,-1,-6,70,43,15,1031,1028,1025,16,16,16,14,5,24,0,
2016,Apr,18,28,19,11,2,-1,-3,54,34,14,1025,1022,1018,16,16,16,23,6,35,0,
2016,Apr,19,23,18,13,5,-1,-8,37,26,15,1021,1016,1014,16,16,16,26,12,43,0,
2016,Apr,20,21,15,9,-1,-6,-14,36,23,9,1025,1023,1022,16,16,16,26,10,34,0,
2016,Apr,21,23,16,9,8,2,-5,52,37,22,1023,1019,1014,16,16,16,23,9,34,0,
2016,Apr,22,26,22,17,13,12,8,68,55,42,1015,1012,1009,16,16,13,16,7,29,T,
2016,Apr,23,22,17,12,16,11,-2,93,63,33,1014,1010,1008,16,11,3,26,12,40,4.06,Rain
2016,Apr,24,20,14,8,5,-4,-8,68,42,15,1020,1017,1015,16,16,16,24,9,40,0,
2016,Apr,25,21,16,10,8,4,-2,68,49,30,1017,1014,1011,16,16,16,14,6,23,0,
2016,Apr,26,16,12,8,10,8,4,89,75,60,1012,1008,1004,16,9,2,27,12,42,6.1,Rain
2016,Apr,27,17,12,8,6,4,2,76,60,44,1014,1012,1011,16,16,16,19,7,32,0,
2016,Apr,28,15,12,9,7,-1,-7,77,51,24,1018,1016,1013,16,16,14,21,7,29,0,
2016,Apr,29,14,11,7,4,1,-6,71,48,24,1021,1019,1017,16,16,13,23,9,32,1.27,Rain
2016,Apr,30,18,13,8,4,2,-1,71,50,28,1024,1023,1021,16,16,16,19,9,29,0,
2016,May,1,11,9,7,8,6,0,93,72,50,1024,1021,1019,16,10,2,21,8,32,4.06,Rain
2016,May,2,16,12,7,11,8,6,93,83,72,1018,1015,1012,13,7,4,14,4,19,1.02,Rain
2016,May,3,13,12,11,12,10,9,96,90,83,1014,1011,1009,16,7,2,23,10,31,15.49,Rain
2016,May,4,11,10,9,9,7,5,89,80,71,1010,1008,1006,16,13,5,27,14,39,0.25,Rain
2016,May,5,14,11,8,6,6,5,86,72,57,1007,1005,1003,16,15,8,24,13,37,0,
2016,May,6,12,11,9,9,8,6,89,80,71,1010,1007,1004,16,10,1,29,13,45,13.72,"Fog , Rain"
2016,May,7,16,12,9,9,8,8,93,80,67,1010,1008,1007,16,11,2,23,7,31,0,
2016,May,8,19,14,9,11,6,-4,86,54,22,1014,1006,1004,16,12,2,32,8,50,4.06,Rain
2016,May,9,22,17,11,4,2,-2,48,37,25,1020,1015,1013,16,16,16,29,8,48,0,
2016,May,10,17,14,10,6,-1,-6,61,42,23,1025,1023,1021,16,16,16,21,8,32,0,
2016,May,11,24,17,10,8,4,0,74,48,22,1022,1021,1019,16,16,16,16,4,27,0,
2016,May,12,27,20,13,10,6,-1,75,48,21,1021,1019,1016,16,16,16,19,5,29,0,
2016,May,13,18,17,14,17,13,9,100,86,72,-,-,-,-,-,-,-,-,-,6.35,
2016,May,14,23,18,13,16,12,6,100,83,65,-,-,-,-,-,-,-,-,-,T,
2016,May,15,14,11,8,8,1,-2,54,48,42,-,-,-,-,-,-,-,-,-,T,
2016,May,16,19,13,6,1,-3,-5,36,31,26,1021,1020,1018,16,16,16,14,11,-,0,
2016,May,17,18,14,11,9,4,1,72,56,40,1022,1021,1020,16,16,14,10,6,-,T,
2016,May,18,14,13,12,9,4,1,66,57,47,1020,1020,1020,16,16,16,8,3,-,T,
2016,May,19,23,18,12,7,5,3,62,47,31,1021,1019,1018,16,16,16,16,2,34,0,
2016,May,20,24,18,12,5,4,2,59,42,25,1025,1023,1021,16,16,16,19,7,26,0,
2016,May,21,19,16,12,11,6,3,86,62,37,1023,1018,1012,16,16,11,19,6,31,1.02,Rain
2016,May,22,21,16,11,11,9,5,89,63,37,1012,1010,1009,16,15,11,16,6,23,2.29,Rain
2016,May,23,26,19,13,12,10,6,86,63,39,1014,1012,1011,16,15,8,14,4,26,0.51,Rain
2016,May,24,23,19,14,14,12,9,93,70,47,1015,1013,1011,16,12,4,14,3,23,4.57,Rain
2016,May,25,31,24,16,11,8,5,72,46,20,1019,1017,1016,16,14,11,16,7,26,0,
2016,May,26,32,27,21,13,9,5,49,37,24,1020,1018,1017,16,14,11,16,6,27,0,
2016,May,27,31,27,23,18,16,11,64,54,43,1018,1017,1016,14,12,10,21,6,32,0,
2016,May,28,33,28,22,19,17,14,66,55,44,1020,1019,1018,14,12,10,19,7,37,0,
2016,May,29,31,26,21,18,15,12,79,58,37,1021,1019,1017,16,15,13,21,8,39,T,
2016,May,30,28,24,20,21,20,19,100,84,67,1019,1016,1013,16,9,1,19,5,48,41.91,Rain
2016,May,31,29,26,22,19,18,15,84,64,44,1015,1014,1013,16,13,10,19,5,32,0,
2016,Jun,1,28,24,19,18,12,9,79,56,33,1021,1019,1015,16,14,11,21,10,27,0,
2016,Jun,2,26,21,17,16,14,11,78,66,54,1021,1020,1018,14,12,10,19,8,26,0,
2016,Jun,3,21,19,17,17,16,14,93,83,73,1019,1018,1016,14,9,5,13,2,16,1.02,Rain
2016,Jun,4,28,24,19,19,18,16,93,74,55,1017,1015,1013,13,8,1,14,4,21,10.16,Rain
2016,Jun,5,22,20,18,19,18,16,93,87,81,1013,1008,1003,16,8,1,29,5,61,23.11,"Fog , Rain"
2016,Jun,6,28,23,18,18,16,12,93,66,39,1005,1004,1003,16,12,6,21,9,35,0,
2016,Jun,7,29,24,18,17,13,8,73,51,29,1003,1000,997,16,14,11,27,8,48,T,
2016,Jun,8,19,16,11,12,8,4,93,68,43,1009,1004,1002,16,12,1,27,12,45,11.43,Rain
2016,Jun,9,22,17,12,6,3,1,61,44,26,1013,1010,1009,16,15,14,34,14,52,0,
2016,Jun,10,25,19,14,3,3,1,47,35,23,1017,1015,1013,16,16,16,23,9,39,0,
2016,Jun,11,31,23,15,19,13,3,65,52,39,1018,1012,1006,16,15,13,24,5,40,0,
2016,Jun,12,28,23,17,18,12,4,62,42,22,1009,1005,1003,16,14,3,34,13,58,0,
2016,Jun,13,23,19,14,10,8,6,62,52,41,1012,1010,1009,16,16,16,23,12,43,0,
2016,Jun,14,26,21,14,9,7,5,62,45,28,1015,1013,1011,16,16,16,16,7,27,0,
2016,Jun,15,29,23,17,14,9,5,60,42,23,1015,1013,1010,16,16,14,19,4,29,0,
2016,Jun,16,23,21,18,18,17,13,93,74,54,1010,1009,1007,16,10,1,13,3,26,5.59,Rain
2016,Jun,17,26,22,17,16,12,6,87,62,36,1020,1014,1009,16,15,11,21,8,31,0,
2016,Jun,18,31,23,16,13,10,8,60,45,29,1026,1023,1020,16,16,14,14,4,26,0,
2016,Jun,19,31,25,19,16,13,9,73,55,36,1026,1025,1024,16,15,13,19,5,31,0,
2016,Jun,20,29,23,18,18,16,14,87,68,48,1024,1019,1011,16,14,13,19,5,27,0,
2016,Jun,21,31,27,22,17,13,7,60,44,28,1011,1009,1007,16,15,10,24,8,43,T,Rain
2016,Jun,22,30,25,20,14,9,7,61,44,27,1013,1010,1009,16,16,14,27,7,42,0,
2016,Jun,23,28,24,21,18,14,9,79,60,41,1013,1011,1009,16,14,13,13,3,19,0,
2016,Jun,24,29,24,19,18,13,9,84,61,37,1020,1016,1012,16,14,10,24,10,35,0,
2016,Jun,25,30,24,18,15,13,9,84,59,34,1023,1022,1020,16,15,11,14,6,24,0,
2016,Jun,26,31,25,19,16,13,8,68,53,37,1024,1022,1020,16,14,11,16,4,27,0,
2016,Jun,27,28,24,19,20,16,9,97,71,44,1020,1017,1015,16,13,4,19,8,35,11.43,Rain
2016,Jun,28,24,22,20,21,19,18,97,88,79,1017,1014,1011,16,9,2,19,6,27,3.05,Rain
2016,Jun,29,28,24,19,19,17,13,93,67,40,1014,1012,1011,16,12,3,16,4,27,0.25,Rain
2016,Jun,30,29,24,19,16,14,12,68,51,34,1017,1015,1014,16,16,14,13,5,24,0,
2016,Jul,1,26,23,19,21,19,13,97,75,53,1016,1014,1011,16,10,0,21,5,35,21.08,"Fog , Rain"
2016,Jul,2,24,21,17,19,13,8,90,63,36,1018,1015,1011,16,14,6,21,9,39,0,
2016,Jul,3,26,22,18,14,12,10,67,54,41,1020,1019,1017,16,16,16,14,5,26,0,
2016,Jul,4,29,24,19,19,16,13,74,57,40,1019,1016,1013,16,12,2,19,5,34,12.45,Rain
2016,Jul,5,30,26,21,21,20,18,97,74,51,1014,1010,1008,16,9,1,19,5,26,16.76,"Fog , Rain"
2016,Jul,6,33,28,24,22,19,17,74,58,41,1012,1010,1009,16,14,13,13,4,26,0,
2016,Jul,7,32,28,25,23,22,21,85,71,57,1010,1008,1006,14,11,3,14,3,29,1.02,Rain
2016,Jul,8,30,25,19,22,21,17,93,77,61,1012,1009,1007,14,11,4,21,9,29,2.03,Rain
2016,Jul,9,22,21,18,18,17,16,87,80,73,1013,1011,1009,14,10,1,16,6,26,13.46,Rain
2016,Jul,10,27,23,19,19,17,14,100,76,52,1015,1011,1009,16,12,4,19,7,35,T,
2016,Jul,11,27,23,18,17,15,12,78,61,43,1020,1018,1015,16,16,16,16,5,24,0,
2016,Jul,12,28,24,20,18,17,16,73,62,51,1021,1019,1017,16,16,14,21,7,31,0,
2016,Jul,13,29,26,22,21,19,17,82,72,62,1019,1017,1015,16,15,14,16,7,32,0,
2016,Jul,14,31,27,23,24,22,21,94,79,63,1017,1013,1009,16,11,0,32,5,56,15.75,"Fog , Rain"
2016,Jul,15,31,29,26,22,21,18,79,63,46,1013,1011,1010,16,14,11,21,7,34,0,
2016,Jul,16,32,28,24,21,18,16,74,57,40,1018,1016,1013,16,14,11,21,7,37,T,
2016,Jul,17,32,28,24,21,18,15,74,59,43,1020,1019,1017,16,14,11,16,4,26,0,
2016,Jul,18,34,28,22,22,20,16,93,67,41,1019,1017,1015,16,12,1,21,9,35,8.89,Rain
2016,Jul,19,28,26,23,21,13,9,82,57,31,1022,1019,1015,16,15,14,19,8,37,0,
2016,Jul,20,29,25,20,14,12,9,57,45,33,1024,1022,1020,16,16,14,16,5,23,0,
2016,Jul,21,32,27,22,18,17,14,79,57,34,1022,1020,1017,16,14,13,19,8,34,0,
2016,Jul,22,34,29,23,22,20,18,84,63,41,1017,1012,1008,14,12,10,26,10,42,0,
2016,Jul,23,36,31,27,20,16,11,59,42,24,1012,1010,1008,16,14,13,24,8,39,0,
2016,Jul,24,34,29,24,19,17,14,62,46,30,1015,1014,1013,16,15,13,14,6,29,0,
2016,Jul,25,34,28,23,25,22,18,97,73,49,1014,1012,1009,16,8,0,29,5,50,25.4,"Fog , Rain"
2016,Jul,26,32,27,22,22,19,15,93,67,40,1013,1012,1011,16,14,5,19,7,35,0,
2016,Jul,27,33,28,23,20,17,16,67,53,38,1014,1013,1012,16,15,13,13,3,18,0,
2016,Jul,28,35,29,24,22,19,13,82,54,26,1013,1012,1010,14,12,5,21,5,37,T,Rain
2016,Jul,29,29,25,21,22,21,19,97,80,63,1013,1011,1009,14,7,1,21,7,29,27.69,"Fog , Rain"
2016,Jul,30,29,26,23,23,22,19,93,79,65,1019,1016,1013,14,6,2,16,6,32,6.35,Rain
2016,Jul,31,26,24,22,23,22,21,94,84,74,1018,1016,1015,16,9,1,23,7,32,27.43,Rain
2016,Aug,1,27,24,21,21,19,17,97,82,67,1019,1018,1016,16,14,5,21,8,27,T,Rain
2016,Aug,2,26,23,20,18,16,13,79,68,56,1021,1019,1017,16,15,14,26,11,32,0,
2016,Aug,3,27,23,19,16,15,13,81,63,45,1022,1021,1020,16,15,13,14,5,26,0,
2016,Aug,4,27,23,19,17,16,14,81,66,51,1022,1021,1019,16,15,11,13,3,24,0,
2016,Aug,5,28,24,21,19,17,15,70,62,54,1019,1015,1011,16,15,13,16,6,31,0,
2016,Aug,6,31,27,22,23,20,15,82,67,51,1011,1008,1005,16,13,1,23,8,35,1.27,Rain
2016,Aug,7,30,26,21,16,14,12,70,52,34,1014,1011,1009,16,15,13,16,6,29,0,
2016,Aug,8,30,26,22,19,16,12,74,56,37,1020,1017,1014,16,15,14,13,2,18,0,
2016,Aug,9,31,26,22,20,17,13,74,55,35,1023,1022,1020,16,15,13,16,4,29,0,
2016,Aug,10,30,27,24,26,23,21,87,74,61,1023,1021,1019,16,13,3,19,7,32,2.29,Rain
2016,Aug,11,33,28,23,25,23,22,91,74,56,1019,1017,1015,16,13,3,21,7,32,3.81,Rain
2016,Aug,12,34,28,23,26,23,21,93,75,56,1018,1014,1010,16,11,2,21,8,35,8.13,Rain
2016,Aug,13,36,32,27,26,24,21,85,68,51,1013,1012,1010,16,13,11,19,6,31,0,
2016,Aug,14,34,30,26,24,22,19,91,70,49,1017,1014,1012,16,14,2,19,6,35,1.52,Rain
2016,Aug,15,33,29,25,22,21,18,79,60,41,1022,1020,1017,16,15,14,14,5,23,0,
2016,Aug,16,31,28,26,26,23,21,94,77,59,1022,1019,1015,14,12,3,21,6,39,2.79,Rain
2016,Aug,17,29,27,25,24,19,16,82,65,47,1017,1016,1014,16,15,14,27,9,53,0.25,
2016,Aug,18,29,26,22,21,19,17,90,71,51,1016,1015,1013,16,14,6,14,3,21,0.76,Rain
2016,Aug,19,31,27,23,22,19,18,87,68,48,1014,1013,1012,16,14,11,19,4,26,0.25,
2016,Aug,20,28,25,21,22,21,19,97,78,58,1015,1014,1012,16,11,0,26,7,37,20.83,"Fog , Rain"
2016,Aug,21,30,27,23,23,22,19,94,76,58,1014,1011,1008,16,11,1,19,7,34,7.87,"Fog , Rain"
2016,Aug,22,26,22,18,19,13,8,79,59,38,1023,1016,1009,16,16,14,23,9,47,0,
2016,Aug,23,28,22,16,14,11,9,67,52,36,1027,1025,1024,16,16,14,14,3,27,0,
2016,Aug,24,31,26,20,18,16,13,70,56,33,1026,1025,1023,16,15,13,10,5,-,0,
2016,Aug,25,30,26,21,22,19,16,78,65,48,-,-,-,-,-,-,-,-,-,0,
2016,Aug,26,32,28,24,22,19,16,83,61,40,-,-,-,-,-,-,-,-,-,0,
2016,Aug,27,32,28,24,17,14,13,54,47,39,1025,1023,1022,16,15,14,16,4,27,0,
2016,Aug,28,32,27,22,19,17,14,84,62,40,1025,1023,1021,16,15,13,11,4,-,0,
2016,Aug,29,33,28,23,19,16,13,73,54,34,1022,1020,1018,16,15,13,16,9,31,0,
2016,Aug,30,30,26,21,19,16,13,74,59,44,1022,1020,1017,16,16,14,19,5,26,0,
2016,Aug,31,32,28,23,21,19,16,84,64,43,1018,1015,1011,16,13,8,14,5,27,T,
2016,Sep,1,26,23,21,21,20,14,93,80,66,1014,1011,1010,16,9,1,16,3,26,12.7,"Fog , Rain"
2016,Sep,2,27,23,19,14,12,10,68,54,39,1021,1018,1015,16,16,16,21,10,29,0,
2016,Sep,3,24,22,19,17,14,12,81,67,53,1023,1021,1020,16,16,16,24,11,39,0,
2016,Sep,4,27,23,18,15,12,9,78,58,37,1024,1023,1022,16,16,16,24,11,34,0,
2016,Sep,5,29,24,18,14,11,8,56,48,40,1024,1020,1015,16,16,16,26,12,43,0,
2016,Sep,6,27,24,22,19,16,12,84,65,46,1016,1015,1013,16,16,8,29,16,48,T,
2016,Sep,7,29,26,22,20,19,18,84,70,55,1017,1015,1013,16,15,8,23,10,35,0,
