Year,Month,Day,Temp high (°C),Temp avg (°C),Temp low (°C),Dew Point high (°C),Dew Point avg (°C),Dew Point low (°C),Humidity (%) high,Humidity (%) avg,Humidity (%) low,Sea Level Press. (hPa) high,Sea Level Press. (hPa) avg,Sea Level Press. (hPa) low,Visibility (km) high,Visibility (km) avg,Visibility (km) low,Wind (km/h) low,Wind (km/h) avg,Wind (km/h) high,Precip. (mm) sum,WeatherEvent
2012,Jan,22,1,-3,-8,-2,-7,-13,82,72,62,1034,1032,1030,16,16,16,26,14,35,0,
2012,Jan,23,12,7,1,11,5,-2,100,91,82,1030,1020,1012,16,6,1,27,12,45,9.4,"Fog , Rain"
2012,Jan,24,12,9,6,9,4,-1,92,73,53,1020,1016,1012,16,14,11,23,13,35,0,
2012,Jan,25,7,4,2,-2,-4,-4,59,54,49,1026,1024,1023,16,16,16,26,11,40,0,
2012,Jan,26,4,3,1,4,0,-4,100,80,59,1024,1019,1010,16,10,4,21,6,27,4.57,"Rain , Snow"
2012,Jan,27,15,10,4,14,8,-2,100,77,53,1011,1002,993,16,8,0,40,14,58,11.94,"Fog , Rain"
2012,Jan,28,7,4,3,-3,-4,-5,57,53,49,1017,1014,1011,16,16,16,27,16,42,0,
2012,Jan,29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,
2012,Jan,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,Jan,31,13,12,12,-1,-1,-1,41,39,37,1017,1017,1016,16,16,16,21,14,29,0,
2012,Feb,1,17,13,9,6,3,-1,71,56,41,1016,1014,1011,16,16,11,32,13,45,0.76,Rain
2012,Feb,2,10,6,2,1,-2,-6,65,59,52,1024,1019,1016,16,16,16,26,11,42,0,
2012,Feb,3,7,3,-1,-7,-8,-9,58,46,33,1031,1028,1025,16,16,16,26,11,37,0,
2012,Feb,4,8,5,2,-5,-6,-6,52,46,40,1027,1023,1020,16,16,16,24,8,32,0,
2012,Feb,5,4,2,0,-6,-8,-9,61,51,40,1022,1021,1019,16,16,16,16,10,27,0,
2012,Feb,6,11,6,1,-3,-5,-8,61,48,35,1021,1018,1014,16,16,16,26,13,35,0,
2012,Feb,7,9,7,3,-3,-3,-6,55,47,39,1024,1019,1014,16,16,16,26,10,35,0,
2012,Feb,8,3,2,-1,-1,-5,-12,92,64,35,1026,1022,1019,16,11,2,21,7,24,0.25,Snow
2012,Feb,9,8,4,-1,-2,-6,-9,92,62,31,1021,1019,1018,16,15,6,24,11,32,T,
2012,Feb,10,7,4,1,-1,-5,-7,76,58,39,1021,1017,1013,16,15,10,24,10,32,0,
2012,Feb,11,3,2,0,0,-2,-7,96,74,52,1012,1007,1001,16,8,2,24,9,35,2.03,Snow
2012,Feb,12,0,-3,-7,-6,-11,-19,58,47,36,1015,1010,1005,16,13,1,37,16,52,T,Snow
2012,Feb,13,7,2,-2,-7,-9,-11,58,44,30,1017,1015,1014,16,16,16,29,13,45,0,
2012,Feb,14,8,6,2,2,-7,-12,70,47,23,1020,1018,1016,16,16,13,32,7,40,0.51,Rain
2012,Feb,15,8,6,4,4,2,-1,92,77,62,1025,1023,1022,16,13,5,16,6,23,0.25,Rain
2012,Feb,16,7,4,2,5,2,-2,96,78,60,1026,1022,1017,16,10,5,19,7,29,4.83,Rain
2012,Feb,17,10,8,5,6,1,-7,96,64,31,1017,1015,1013,16,12,4,26,11,42,0.76,Rain
2012,Feb,18,9,6,2,2,-4,-8,79,56,33,1019,1016,1012,16,16,10,26,10,35,0.51,Rain
2012,Feb,19,7,4,2,-3,-6,-8,70,53,36,1019,1016,1014,16,16,16,29,11,37,0,
2012,Feb,20,8,4,-1,-7,-9,-11,58,42,25,-,-,-,16,16,16,27,12,40,0,
2012,Feb,21,8,4,0,3,-3,-11,71,55,38,1026,1018,1012,16,16,16,26,12,43,0,
2012,Feb,22,14,10,6,5,1,-3,76,54,32,1011,1005,999,16,16,13,26,10,39,0,
2012,Feb,23,14,11,8,6,0,-4,80,57,33,1008,1001,995,16,16,16,34,13,48,0,
2012,Feb,24,8,5,2,6,3,-4,100,71,42,1007,1001,994,16,8,2,34,13,52,15.24,Rain
2012,Feb,25,7,4,1,-4,-7,-14,59,47,35,1017,1004,996,16,16,16,35,24,66,T,
2012,Feb,26,7,3,-2,-8,-11,-14,50,39,28,1031,1028,1019,16,16,16,45,14,66,0,
2012,Feb,27,15,9,2,2,-2,-8,64,50,35,1030,1024,1019,16,16,16,23,5,35,0,
2012,Feb,28,10,7,4,0,-6,-7,48,40,31,1029,1027,1022,16,16,16,34,9,56,0,
2012,Feb,29,6,4,3,4,1,-6,100,73,45,1028,1018,1008,16,8,2,24,6,34,9.4,Rain
2012,Mar,1,5,4,3,4,2,-1,100,90,79,1015,1008,1004,16,13,4,16,3,24,3.3,Rain
2012,Mar,2,6,3,1,4,-1,-3,92,84,75,1020,1016,1009,16,15,5,29,13,40,4.06,Rain
2012,Mar,3,13,9,6,9,3,-8,100,62,24,1009,1002,998,16,10,0,26,6,45,3.05,"Fog , Rain"
2012,Mar,4,7,5,2,-4,-7,-8,64,50,36,1007,1005,1002,16,16,11,26,11,47,0,
2012,Mar,5,7,2,-2,-5,-12,-18,59,43,26,1029,1017,1008,16,16,16,27,14,39,0,
2012,Mar,6,7,2,-4,-4,-11,-16,54,41,27,1037,1034,1030,16,16,16,23,11,37,0,
2012,Mar,7,17,10,3,6,-1,-4,70,50,29,1035,1031,1027,16,16,16,26,13,39,0,
2012,Mar,8,22,17,12,9,8,7,77,62,47,1026,1019,1010,16,16,16,27,11,50,0,
2012,Mar,9,18,11,3,9,-3,-9,70,49,27,1026,1019,1010,16,16,11,29,14,50,0.51,Rain
2012,Mar,10,6,2,-2,-10,-12,-15,44,36,28,1034,1031,1026,16,16,16,27,11,52,0,
2012,Mar,11,16,9,2,-2,-5,-9,49,39,28,1034,1030,1027,16,16,16,29,12,39,0,
2012,Mar,12,22,15,8,6,1,-2,54,40,26,1028,1024,1020,16,16,16,21,7,35,0,
2012,Mar,13,23,18,12,13,11,6,86,66,46,1020,1016,1013,16,15,13,23,9,32,1.02,Rain
2012,Mar,14,21,16,10,11,-2,-9,60,36,12,1022,1019,1016,16,16,16,27,7,35,0,
2012,Mar,15,11,9,6,6,4,4,92,79,66,1028,1026,1023,16,14,8,21,11,27,0,
2012,Mar,16,11,8,6,8,6,5,100,87,74,1026,1023,1020,10,6,2,16,5,23,0.76,Rain
2012,Mar,17,17,12,7,8,7,6,93,75,57,1029,1026,1022,16,13,6,19,8,29,0,
2012,Mar,18,18,13,8,10,7,6,93,77,60,1029,1027,1023,16,11,5,19,5,27,0,
2012,Mar,19,23,18,13,13,10,7,86,66,45,1023,1022,1021,16,14,10,19,7,27,0,
2012,Mar,20,23,18,13,15,13,11,93,77,61,1028,1026,1024,16,13,4,16,5,24,0,
2012,Mar,21,19,17,14,14,13,13,100,87,73,1029,1027,1026,16,8,2,16,6,23,0,
2012,Mar,22,26,19,13,15,14,13,100,77,54,1027,1023,1019,16,8,1,19,5,31,0,Fog
2012,Mar,23,24,19,14,15,10,2,78,57,36,1019,1018,1017,16,15,11,23,7,34,0,
2012,Mar,24,18,16,14,7,-1,-8,62,42,22,1019,1017,1015,16,16,14,24,11,39,0,Rain
2012,Mar,25,11,9,7,6,4,2,80,73,65,1016,1011,1007,16,15,3,26,11,37,1.52,Rain
2012,Mar,26,12,7,1,7,-4,-15,77,49,21,1020,1011,1005,16,16,16,37,12,69,0,
2012,Mar,27,11,5,-1,-13,-17,-19,28,20,11,1025,1023,1020,16,16,16,23,9,39,0,
2012,Mar,28,19,13,7,9,1,-12,60,42,23,1021,1009,1001,16,16,10,27,9,42,0.51,Rain
2012,Mar,29,16,11,6,7,1,-3,63,52,41,1016,1009,1002,16,16,16,29,14,50,0,
2012,Mar,30,14,9,4,2,-4,-8,60,41,22,1019,1016,1014,16,16,11,23,7,37,2.79,Rain
2012,Mar,31,6,5,3,4,3,2,100,88,76,1017,1013,1011,16,11,3,32,11,42,6.6,Rain
2012,Apr,1,11,8,6,8,4,2,100,80,59,1013,1008,1003,16,12,2,19,4,24,12.95,Rain
2012,Apr,2,14,9,4,8,0,-10,93,58,22,1012,1006,1002,16,14,3,27,13,50,1.02,Rain
2012,Apr,3,18,11,4,-6,-9,-11,45,30,14,1014,1011,1008,16,16,16,24,9,42,0,
2012,Apr,4,20,14,8,-1,-6,-11,41,29,17,1008,1004,1000,16,16,16,27,9,43,0,
2012,Apr,5,14,10,6,-2,-4,-5,53,41,28,1014,1010,1007,16,16,16,24,8,37,0,
2012,Apr,6,15,9,3,-4,-6,-8,54,38,21,1017,1014,1012,16,16,16,24,11,37,0,
2012,Apr,7,16,11,4,-6,-8,-11,39,27,15,1019,1016,1014,16,16,16,26,9,43,0,
2012,Apr,8,19,13,7,-1,-7,-8,37,26,15,1016,1009,1004,16,16,16,27,13,53,0,
2012,Apr,9,18,14,9,-1,-6,-8,44,31,17,1007,1005,1003,16,16,16,37,18,66,0,
2012,Apr,10,16,12,7,2,-1,-4,61,44,26,1009,1006,1004,16,16,16,26,9,40,T,
2012,Apr,11,12,9,6,1,-1,-4,70,53,35,1012,1010,1008,16,16,16,19,8,34,T,Rain
2012,Apr,12,16,11,6,1,0,-3,70,50,30,1020,1016,1013,16,16,16,21,8,35,0,
2012,Apr,13,18,12,6,0,-2,-5,58,40,21,1023,1021,1020,16,16,16,19,5,26,0,
2012,Apr,14,22,16,10,4,-1,-3,42,31,19,1023,1020,1016,16,16,14,13,5,-,T,Rain
2012,Apr,15,25,20,14,13,11,3,69,53,37,1017,1016,1014,16,16,14,24,6,37,T,Rain
2012,Apr,16,31,25,18,14,13,12,68,54,40,1016,1015,1012,16,15,13,24,9,47,0,
2012,Apr,17,26,21,16,14,4,-1,61,39,17,1021,1018,1013,16,16,16,23,9,37,0,
2012,Apr,18,17,13,9,7,1,-1,77,55,32,1025,1022,1020,16,16,14,21,8,31,0.25,Rain
2012,Apr,19,21,15,8,8,7,5,86,61,36,1020,1019,1016,16,14,10,21,3,31,1.02,Rain
2012,Apr,20,22,17,12,13,8,5,93,66,39,1017,1014,1011,16,16,6,23,8,35,0,
2012,Apr,21,22,17,12,14,13,13,93,80,66,1012,1009,1005,16,11,3,35,8,55,5.59,Rain
2012,Apr,22,12,10,8,13,8,6,100,87,74,1009,1005,992,16,8,2,37,14,55,62.23,Rain
2012,Apr,23,12,9,6,12,8,3,100,86,71,995,991,987,16,9,2,26,11,45,5.59,Rain
2012,Apr,24,15,10,5,3,0,-4,76,53,30,1006,999,995,16,16,16,27,10,43,0,
2012,Apr,25,17,12,6,5,0,-2,70,50,29,1013,1009,1007,16,16,16,19,4,35,T,
2012,Apr,26,16,12,7,13,9,1,100,76,52,1013,1007,1002,16,9,2,16,9,32,0.76,Rain
2012,Apr,27,13,9,5,13,1,-4,100,70,39,1021,1011,1002,16,15,4,29,15,52,1.02,
2012,Apr,28,16,9,3,-1,-3,-6,59,42,24,1024,1021,1019,16,16,16,21,10,32,0,
2012,Apr,29,17,12,7,-1,-6,-9,53,35,16,1024,1021,1018,16,16,16,26,9,43,0,
2012,Apr,30,17,12,6,6,-3,-8,71,47,23,1028,1025,1023,16,16,16,21,7,37,0,
2012,May,1,20,16,11,14,11,6,100,82,63,1022,1017,1015,16,9,2,21,6,35,15.75,Rain
2012,May,2,12,11,10,10,9,8,96,90,83,1023,1021,1019,16,11,3,21,9,29,2.03,Rain
2012,May,3,14,12,10,12,11,9,100,93,86,1024,1021,1018,16,7,1,13,4,23,11.94,Rain
2012,May,4,23,18,12,17,13,12,100,84,68,1020,1016,1011,14,7,1,16,3,26,2.54,Rain
2012,May,5,17,16,13,14,13,12,100,89,78,1018,1015,1012,13,9,4,14,5,21,0,
2012,May,6,18,15,12,13,9,5,93,72,51,1021,1019,1017,16,14,8,16,6,27,0,
2012,May,7,18,15,11,11,7,4,69,60,51,1021,1020,1019,16,16,16,16,6,37,0.25,Rain
2012,May,8,19,16,13,14,12,8,93,80,67,1018,1014,1010,16,15,6,24,8,43,1.02,Rain
2012,May,9,21,17,14,18,17,14,100,89,78,1010,1006,1002,11,6,2,16,5,27,8.38,Rain
2012,May,10,18,14,11,14,8,1,100,68,36,1010,1002,999,16,12,3,21,9,48,4.83,Rain
2012,May,11,20,15,9,3,1,-3,61,42,22,1020,1015,1011,16,16,16,26,9,48,0,
2012,May,12,26,19,12,8,3,-1,54,38,21,1024,1022,1020,16,16,16,19,7,32,0,
2012,May,13,27,22,17,14,10,7,66,49,32,1022,1020,1018,16,16,16,19,7,31,0,
2012,May,14,21,19,17,16,14,13,84,74,63,1021,1019,1002,16,16,13,23,6,35,T,Rain
2012,May,15,18,17,16,18,16,14,100,92,84,1020,1016,1014,16,7,1,16,5,32,13.72,"Fog , Rain"
2012,May,16,26,21,16,19,17,13,100,79,57,1015,1013,1010,16,6,1,14,3,27,2.29,"Fog , Rain"
2012,May,17,22,17,12,12,6,3,67,49,31,1021,1018,1013,16,16,16,24,7,40,0,
2012,May,18,22,17,12,9,6,3,67,49,31,1024,1022,1021,16,16,16,19,7,27,0,
2012,May,19,27,19,12,10,7,4,72,49,26,1022,1021,1020,16,16,16,16,5,27,0,
2012,May,20,26,20,14,10,6,1,64,44,23,1025,1023,1021,16,16,16,24,10,34,0,
2012,May,21,17,16,14,17,14,11,100,84,67,1024,1021,1016,16,6,1,27,12,35,35.56,"Fog , Rain"
2012,May,22,21,18,16,17,16,15,100,89,78,1016,1012,1009,16,10,3,21,7,29,5.84,Rain
2012,May,23,24,21,18,19,18,16,100,87,73,1019,1014,1011,16,11,3,19,5,31,0.76,
2012,May,24,19,18,17,18,17,17,100,97,93,1023,1021,1018,16,5,0,11,7,-,24.13,"Fog , Rain"
2012,May,25,24,20,16,19,18,16,100,90,79,1024,1022,1020,16,7,1,14,6,24,T,
2012,May,26,29,24,19,22,21,18,100,83,65,1021,1020,1018,16,12,6,16,4,31,0.51,
2012,May,27,27,23,18,21,18,14,100,76,52,1023,1020,1016,16,13,4,11,3,-,1.52,Rain
2012,May,28,32,27,22,21,20,19,93,73,52,1015,1014,1012,16,15,13,19,4,31,0,
2012,May,29,32,26,20,23,21,17,90,73,55,1012,1009,1005,16,14,5,19,7,40,5.33,Rain
2012,May,30,24,22,20,19,18,16,93,79,64,1008,1007,1006,16,15,13,14,5,21,0.25,
2012,May,31,26,23,19,18,12,8,84,60,36,1014,1009,1006,16,16,11,19,8,29,0,
2012,Jun,1,23,20,17,16,12,8,93,71,49,1016,1014,1009,16,16,16,24,13,39,6.35,
2012,Jun,2,24,20,16,19,16,8,100,74,48,1008,1006,1004,16,9,2,21,8,35,9.91,Rain
2012,Jun,3,24,19,14,14,11,8,73,56,38,1008,1006,1004,16,16,8,27,9,52,0.25,Rain
2012,Jun,4,17,15,12,13,11,7,93,77,60,1010,1005,1003,16,14,3,26,12,37,4.57,Rain
2012,Jun,5,18,14,11,12,9,7,83,70,56,1014,1011,1009,16,16,16,19,6,31,0.25,
2012,Jun,6,22,17,12,14,11,9,86,65,44,1016,1015,1014,16,16,8,14,4,27,0.25,Rain
2012,Jun,7,26,20,14,14,12,9,93,66,38,1015,1014,1012,16,16,14,14,5,27,0.25,
2012,Jun,8,27,22,16,13,12,7,84,57,30,1014,1012,1010,16,16,16,19,5,32,0,
2012,Jun,9,26,22,18,15,13,10,66,57,48,1015,1013,1011,16,16,16,14,5,26,T,Rain
2012,Jun,10,29,24,19,18,17,15,93,72,51,1022,1018,1015,16,16,11,16,3,27,T,
2012,Jun,11,25,22,18,17,14,9,87,63,38,1025,1023,1022,16,15,11,23,9,37,0,
2012,Jun,12,22,21,18,19,18,16,100,89,78,1022,1017,1013,16,8,2,21,9,31,25.91,Rain
2012,Jun,13,21,19,18,18,17,16,100,88,76,1019,1014,1011,16,10,2,23,9,34,8.64,Rain
2012,Jun,14,25,21,17,17,15,13,93,74,54,1025,1022,1019,16,16,11,24,10,37,0,
2012,Jun,15,27,21,16,15,12,9,84,61,38,1026,1025,1024,16,15,3,16,6,31,0,
2012,Jun,16,27,21,16,14,12,8,84,60,35,1027,1025,1024,16,16,14,19,7,29,0,
2012,Jun,17,23,19,14,14,13,11,78,68,57,1024,1022,1020,16,16,14,14,7,27,0,
2012,Jun,18,22,18,14,13,12,11,86,73,59,1022,1021,1020,16,16,14,14,5,26,0,
2012,Jun,19,25,21,17,18,16,13,84,77,69,1023,1021,1019,16,16,14,14,4,23,0,
2012,Jun,20,34,28,21,22,20,19,90,68,46,1019,1016,1013,16,13,8,19,6,26,0,
2012,Jun,21,34,31,26,21,19,18,69,54,39,1014,1011,1008,14,14,13,21,8,37,0,
2012,Jun,22,32,27,21,22,21,18,100,74,47,1011,1009,1007,13,7,1,23,4,35,8.89,Rain
2012,Jun,23,29,25,21,21,16,9,100,67,33,1015,1012,1009,16,12,3,19,7,32,T,
2012,Jun,24,29,24,19,19,14,9,68,50,31,1016,1014,1012,16,16,11,14,5,26,1.52,Rain
2012,Jun,25,23,20,17,21,17,11,93,79,64,1012,1007,1001,16,12,3,16,6,37,3.81,Rain
2012,Jun,26,22,18,14,11,9,7,67,53,38,1008,1006,1005,16,16,16,26,10,45,0,
2012,Jun,27,27,25,22,11,9,7,65,48,30,1011,1008,1006,16,16,16,24,11,40,0,
2012,Jun,28,31,26,20,16,13,11,57,46,34,1010,1008,1006,16,16,16,19,9,34,0,
2012,Jun,29,34,27,20,22,19,15,97,69,41,1006,1005,1003,16,11,1,19,6,27,5.33,"Fog , Rain"
2012,Jun,30,34,29,25,20,16,12,62,45,28,1009,1007,1005,16,16,13,23,7,32,0,
2012,Jul,1,34,29,23,19,17,12,64,50,36,1011,1009,1008,16,16,14,23,7,34,0,
2012,Jul,2,31,27,22,14,12,10,53,42,31,1014,1012,1011,16,16,16,14,7,-,0,
2012,Jul,3,32,27,22,18,15,12,61,48,34,1014,1012,1010,16,16,16,23,5,32,0,
2012,Jul,4,33,27,21,21,19,17,100,71,41,1011,1009,1006,16,15,4,19,7,31,1.52,Rain
2012,Jul,5,35,30,25,21,17,8,69,45,21,1011,1008,1006,16,15,13,16,8,26,0,
2012,Jul,6,34,28,22,19,17,12,73,51,28,1013,1012,1011,16,16,16,16,4,32,0,
2012,Jul,7,36,29,22,22,19,16,74,53,31,1011,1010,1008,16,14,1,19,7,39,12.7,Rain
2012,Jul,8,33,28,22,23,19,13,100,67,34,1012,1010,1009,16,11,1,19,5,26,2.29,Rain
2012,Jul,9,30,27,23,15,13,12,57,46,34,1015,1013,1011,16,16,16,16,6,26,0,
2012,Jul,10,31,26,21,18,14,9,73,52,30,1019,1017,1015,16,16,16,19,6,26,0,
2012,Jul,11,29,26,22,20,17,14,79,60,40,1022,1021,1019,16,16,16,16,4,26,0,
2012,Jul,12,32,27,21,18,16,12,78,56,34,1023,1022,1021,16,16,16,16,4,32,0,
2012,Jul,13,32,28,23,20,17,14,71,57,42,1023,1022,1021,16,16,14,14,5,23,0,
2012,Jul,14,29,26,23,19,17,15,74,61,47,1023,1022,1020,16,16,14,21,7,35,T,
2012,Jul,15,32,27,22,24,21,19,93,76,59,1021,1017,1013,16,13,1,23,6,40,6.6,Rain
2012,Jul,16,33,27,21,21,19,17,93,68,43,1013,1011,1008,16,16,13,14,8,26,0,
2012,Jul,17,36,29,23,19,17,16,64,50,36,1011,1009,1007,16,15,14,23,7,39,0,
2012,Jul,18,38,31,23,23,22,19,100,70,39,1012,1010,1007,16,7,0,21,5,35,44.7,"Fog , Rain"
2012,Jul,19,24,22,20,22,18,14,93,79,64,1016,1014,1011,16,14,6,27,8,35,0.51,Rain
2012,Jul,20,22,19,16,19,17,16,100,87,73,1019,1017,1014,16,9,1,29,12,42,14.73,Rain
2012,Jul,21,26,21,16,17,14,11,100,70,40,1020,1019,1017,16,16,16,19,7,26,0,
2012,Jul,22,28,23,18,17,16,13,81,62,42,1022,1021,1020,16,16,16,16,4,29,0,
2012,Jul,23,30,26,22,24,21,17,93,75,57,1020,1015,1009,16,12,4,16,7,31,3.81,Rain
2012,Jul,24,33,28,23,22,19,14,87,63,38,1009,1005,1002,16,14,10,23,10,37,0,
2012,Jul,25,29,24,19,14,11,9,56,45,34,1012,1010,1007,16,16,16,23,7,35,0,
2012,Jul,26,31,26,20,22,19,13,100,77,53,1009,1007,1003,16,10,1,34,9,55,15.24,"Fog , Rain"
2012,Jul,27,31,26,22,22,21,19,93,72,51,1011,1008,1005,16,16,16,19,7,27,0,
2012,Jul,28,27,24,20,23,21,19,97,80,62,1015,1013,1011,16,10,1,19,8,31,4.57,Rain
2012,Jul,29,27,23,20,20,19,18,93,78,62,1018,1015,1013,16,16,8,14,6,21,0.25,Rain
2012,Jul,30,27,24,20,19,18,17,90,76,62,1021,1019,1018,16,16,16,16,5,27,0,
2012,Jul,31,27,24,21,19,18,17,84,69,54,1020,1016,1013,16,16,16,16,6,24,0,
2012,Aug,1,26,23,21,23,21,18,100,90,79,1014,1012,1011,16,11,0,14,4,24,16.26,"Fog , Rain"
2012,Aug,2,31,26,21,21,20,18,97,72,46,1013,1012,1011,16,13,6,19,4,31,0,
2012,Aug,3,32,28,24,23,22,19,87,71,55,1019,1016,1014,16,13,8,14,6,27,0,
2012,Aug,4,32,28,24,24,22,19,88,68,47,1024,1022,1019,16,14,10,19,5,34,0,
2012,Aug,5,33,28,23,24,23,20,93,73,52,1023,1019,1014,16,14,1,27,10,43,5.59,Rain
2012,Aug,6,30,26,22,23,19,12,100,70,40,1017,1016,1014,16,15,11,23,6,34,0.25,
2012,Aug,7,28,24,20,18,16,13,70,58,45,1017,1015,1014,16,16,16,13,3,24,0,
2012,Aug,8,30,27,23,23,21,17,94,73,51,1016,1015,1013,16,14,5,13,2,23,0,
2012,Aug,9,31,27,23,23,21,19,94,73,51,1015,1013,1012,16,14,11,21,5,31,0,
2012,Aug,10,27,24,21,24,22,21,100,87,74,1012,1010,1008,16,14,2,19,7,32,6.1,Rain
2012,Aug,11,31,27,24,23,22,21,87,76,65,1013,1010,1009,16,15,13,21,7,34,0,
2012,Aug,12,31,27,23,21,17,14,87,64,40,1014,1013,1012,16,16,16,21,8,32,0,
2012,Aug,13,30,26,21,16,14,12,73,54,34,1017,1015,1014,16,16,16,19,7,31,0,
2012,Aug,14,26,24,22,22,18,14,87,71,54,1015,1013,1012,16,15,13,14,4,29,0.25,
2012,Aug,15,28,24,19,22,21,19,100,84,67,1012,1011,1010,16,9,1,16,5,29,14.48,"Fog , Rain"
2012,Aug,16,29,24,19,19,17,12,100,69,37,1013,1012,1011,16,11,3,19,5,29,0,
2012,Aug,17,31,25,18,22,17,14,93,68,43,1012,1010,1008,16,14,3,19,6,32,3.81,Rain
2012,Aug,18,26,22,17,18,16,9,100,70,40,1014,1012,1011,16,13,2,19,5,24,8.13,Rain
2012,Aug,19,23,20,17,14,12,11,84,65,46,1015,1014,1013,16,16,16,13,2,19,0,
2012,Aug,20,26,22,18,16,14,12,78,63,47,1014,1012,1011,16,16,16,11,2,19,0,
2012,Aug,21,28,23,19,16,14,11,78,57,36,1019,1016,1014,16,16,16,13,5,19,0,
2012,Aug,22,28,24,20,18,16,13,87,66,45,1021,1020,1019,16,16,13,14,3,26,T,
2012,Aug,23,29,25,21,18,17,13,84,62,40,1022,1021,1019,16,15,13,14,3,26,0,
2012,Aug,24,31,26,21,18,16,13,79,57,34,1022,1021,1020,16,15,10,13,3,21,0,
2012,Aug,25,30,26,21,21,18,15,90,70,49,1025,1024,1022,16,14,6,19,6,27,0,
2012,Aug,26,29,24,20,18,17,16,84,68,51,1027,1025,1024,16,16,16,16,8,29,0,
2012,Aug,27,27,24,21,23,21,18,94,78,62,1024,1020,1014,16,14,0,19,6,34,15.49,"Fog , Rain"
2012,Aug,28,31,27,23,23,19,12,93,65,37,1014,1011,1009,16,13,4,23,10,37,3.56,Rain
2012,Aug,29,26,23,19,14,11,9,68,52,35,1016,1015,1013,16,16,16,23,7,34,0,
2012,Aug,30,28,22,16,13,10,6,72,48,24,1020,1018,1016,16,16,16,16,6,26,0,
2012,Aug,31,33,27,21,16,14,11,68,48,27,1018,1015,1012,16,16,14,23,8,37,0,
2012,Sep,1,33,28,23,20,17,14,79,57,34,1018,1015,1013,16,16,14,19,8,32,0,
2012,Sep,2,28,25,22,21,19,18,87,73,58,1020,1018,1016,16,16,14,13,4,21,0,
2012,Sep,3,26,24,22,21,18,14,90,69,48,1022,1020,1019,16,16,16,19,11,27,T,
2012,Sep,4,27,24,21,24,22,18,100,90,79,1019,1015,1010,16,11,3,16,6,31,3.3,Rain
2012,Sep,5,27,24,22,23,21,17,100,81,62,1010,1009,1008,16,14,5,19,6,35,1.78,Rain
2012,Sep,6,27,24,21,19,18,18,90,76,62,1013,1012,1010,16,16,16,14,4,21,0,
2012,Sep,7,31,26,22,22,20,19,90,73,55,1013,1012,1010,16,15,11,16,5,27,0,
