Year,Month,Day,Temp high (°C),Temp avg (°C),Temp low (°C),Dew Point high (°C),Dew Point avg (°C),Dew Point low (°C),Humidity (%) high,Humidity (%) avg,Humidity (%) low,Sea Level Press. (hPa) high,Sea Level Press. (hPa) avg,Sea Level Press. (hPa) low,Visibility (km) high,Visibility (km) avg,Visibility (km) low,Wind (km/h) low,Wind (km/h) avg,Wind (km/h) high,Precip. (mm) sum,WeatherEvent
2014,Feb,1,7,5,2,3,-6,-10,76,55,33,1027,1024,1016,16,15,10,21,6,31,0,
2014,Feb,2,13,9,4,2,1,-1,85,64,43,1019,1015,1013,16,13,8,16,5,24,T,
2014,Feb,3,6,3,0,1,-2,-6,92,81,70,1027,1021,1019,11,3,0,16,11,26,29.72,"Fog , Rain , Snow"
2014,Feb,4,2,-2,-6,-4,-6,-9,81,71,61,1032,1029,1025,14,8,3,11,4,-,0,
2014,Feb,5,1,0,-2,-1,-2,-4,92,78,63,1024,1011,1004,16,7,0,24,11,45,36.32,"Fog , Rain , Snow"
2014,Feb,6,0,-3,-6,-4,-9,-11,81,66,50,1025,1023,1016,16,16,16,21,6,31,0,
2014,Feb,7,0,-2,-4,-9,-11,-12,63,53,43,1027,1025,1023,16,16,14,24,11,39,0,
2014,Feb,8,-2,-4,-6,-12,-16,-19,50,41,31,1027,1024,1021,16,16,16,19,8,27,0,
2014,Feb,9,-1,-3,-6,-5,-9,-16,84,63,42,1022,1018,1015,16,9,1,19,6,31,2.54,"Fog , Snow"
2014,Feb,10,-2,-4,-6,-8,-13,-15,75,57,38,1025,1021,1015,16,15,11,24,12,42,0,
2014,Feb,11,-3,-6,-9,-14,-16,-17,59,48,36,1032,1028,1025,16,16,16,23,9,32,0,
2014,Feb,12,-4,-7,-11,-9,-14,-19,65,52,39,1035,1031,1026,16,16,16,23,9,31,0,
2014,Feb,13,2,-1,-4,0,-2,-8,96,82,68,1026,1003,983,16,4,0,40,20,63,45.21,"Fog , Rain , Snow"
2014,Feb,14,4,2,-1,-1,-3,-6,92,70,48,1008,993,983,16,9,0,35,17,61,7.62,"Fog , Rain , Snow"
2014,Feb,15,3,0,-3,-2,-4,-11,92,72,52,1008,1005,1001,16,8,0,29,15,47,3.3,"Fog , Snow"
2014,Feb,16,-1,-3,-6,-11,-13,-14,60,50,39,1018,1014,1009,16,16,16,29,14,50,0,
2014,Feb,17,0,-4,-8,-14,-17,-19,56,41,25,1028,1026,1021,16,16,16,26,9,39,0,
2014,Feb,18,4,1,-3,-1,-5,-13,92,67,42,1025,1019,1014,16,9,0,26,8,48,4.06,"Fog , Snow"
2014,Feb,19,7,4,1,4,0,-8,92,70,47,1019,1012,1006,16,9,2,26,8,42,6.6,Rain
2014,Feb,20,11,7,3,3,-2,-5,92,63,33,1024,1021,1017,16,12,3,23,8,32,0.76,Rain
2014,Feb,21,9,6,2,7,2,0,96,82,67,1018,1012,1005,16,6,0,34,12,52,2.29,"Fog , Rain"
2014,Feb,22,12,8,4,0,-4,-8,70,47,24,1017,1015,1013,16,16,16,27,12,47,0,
2014,Feb,23,12,9,6,-1,-3,-4,58,45,32,1016,1014,1011,16,16,16,29,9,48,T,
2014,Feb,24,7,2,-3,-3,-11,-15,57,43,29,1019,1013,1009,16,16,16,27,15,45,0,
2014,Feb,25,1,-2,-4,-11,-13,-15,55,46,36,1019,1016,1013,16,16,16,29,11,43,0,
2014,Feb,26,-1,-3,-7,-6,-12,-22,81,55,28,1015,1012,1010,16,11,1,27,9,47,0.76,Snow
2014,Feb,27,1,-4,-10,-11,-17,-27,50,39,28,1019,1009,1003,16,16,10,34,14,63,0,
2014,Feb,28,-4,-8,-13,-18,-22,-25,42,34,26,1030,1027,1021,16,16,16,24,8,40,0,
2014,Mar,1,3,-2,-7,-7,-12,-19,52,42,32,1030,1026,1021,16,16,16,19,7,26,0,
2014,Mar,2,4,2,0,-5,-8,-10,52,46,40,1020,1017,1015,16,16,14,21,6,32,T,
2014,Mar,3,0,-4,-8,-8,-15,-19,74,57,39,1027,1021,1016,16,13,2,26,11,39,1.02,Snow
2014,Mar,4,-2,-6,-11,-13,-17,-20,58,44,29,1030,1027,1025,16,16,16,21,8,31,0,
2014,Mar,5,4,1,-3,-12,-14,-17,46,37,27,1031,1025,1023,16,16,16,27,8,40,0,
2014,Mar,6,-1,-4,-9,-12,-16,-19,54,43,31,1037,1034,1032,16,16,16,27,14,37,0,
2014,Mar,7,3,0,-3,-2,-6,-12,75,61,46,1032,1023,1013,16,16,16,26,13,35,0,
2014,Mar,8,14,8,2,-2,-3,-4,75,53,30,1012,1011,1008,16,16,11,27,9,43,0,
2014,Mar,9,7,4,2,-3,-9,-13,54,39,24,1016,1014,1012,16,16,11,24,10,35,0,
2014,Mar,10,11,7,2,0,-5,-11,62,48,33,1013,1009,1003,16,14,2,24,9,43,T,Snow
2014,Mar,11,19,13,7,2,-1,-2,50,39,28,1006,1003,1001,16,16,16,21,8,35,0,
2014,Mar,12,13,7,0,10,6,-2,89,68,47,1005,990,983,16,9,2,32,9,56,8.89,Rain
2014,Mar,13,0,-3,-7,-6,-16,-21,64,42,27,1019,1003,989,16,16,16,32,23,58,0,
2014,Mar,14,8,1,-6,-4,-12,-19,51,38,25,1023,1019,1013,16,16,16,23,9,37,0,
2014,Mar,15,14,10,6,-3,-4,-7,45,35,24,1016,1010,1008,16,16,16,34,14,53,0,
2014,Mar,16,6,2,-1,-6,-13,-17,43,34,25,1022,1021,1016,16,16,16,26,12,45,0,
2014,Mar,17,2,-2,-5,-12,-16,-21,43,34,25,1021,1019,1017,16,16,16,24,13,37,0,
2014,Mar,18,6,2,-2,-5,-13,-18,64,42,19,1026,1024,1020,16,16,16,32,11,40,0,
2014,Mar,19,8,4,0,6,1,-4,96,79,62,1027,1019,1010,16,11,1,24,12,34,23.37,Rain
2014,Mar,20,12,8,4,5,1,-6,93,63,32,1012,1009,1007,16,10,1,32,13,52,0,Rain
2014,Mar,21,11,7,4,-7,-8,-9,44,34,24,1018,1015,1012,16,16,16,26,12,47,0,
2014,Mar,22,17,11,5,2,-3,-8,61,42,23,1017,1012,1008,16,16,16,29,11,52,0,
2014,Mar,23,6,2,-3,-5,-10,-16,50,38,25,1020,1017,1015,16,16,16,24,12,35,0,
2014,Mar,24,2,-2,-6,-16,-17,-18,45,35,24,1024,1022,1020,16,16,16,24,11,43,0,
2014,Mar,25,4,1,-3,-8,-12,-16,51,39,26,1022,1017,1011,16,16,16,26,9,34,T,
2014,Mar,26,2,-1,-4,-8,-14,-19,51,38,24,1023,1013,1007,16,16,16,37,19,61,0,
2014,Mar,27,7,1,-6,-6,-13,-16,50,35,19,1030,1027,1024,16,16,16,23,11,42,0,
2014,Mar,28,17,10,3,9,4,-7,74,61,48,1024,1018,1015,16,16,6,21,9,35,1.02,Rain
2014,Mar,29,15,11,6,9,6,3,96,79,61,1022,1016,1006,16,8,2,37,17,56,45.97,Rain
2014,Mar,30,9,7,4,8,5,1,100,88,76,1005,1002,998,16,9,1,34,16,48,8.89,Rain
2014,Mar,31,13,8,2,1,-1,-4,92,65,38,1019,1012,1005,16,15,8,21,13,35,4.06,"Rain , Snow"
2014,Apr,1,16,10,4,0,-3,-4,58,46,33,1020,1018,1015,16,16,16,27,8,39,0,
2014,Apr,2,12,9,6,6,3,-1,76,67,58,1021,1019,1018,16,16,13,14,3,23,0,
2014,Apr,3,19,14,8,6,-2,-8,82,49,15,1021,1018,1016,16,16,10,16,6,24,1.78,Rain
2014,Apr,4,8,7,4,5,2,1,92,79,65,1019,1014,1008,16,10,2,24,14,37,5.33,Rain
2014,Apr,5,12,8,4,4,-1,-6,89,61,32,1018,1011,1007,16,14,5,32,14,58,0,Rain
2014,Apr,6,16,9,2,-2,-6,-9,56,37,17,1023,1021,1019,16,16,16,21,7,29,0,
2014,Apr,7,12,9,6,6,3,-6,92,62,32,1024,1016,1006,16,8,2,26,10,37,13.21,Rain
2014,Apr,8,18,13,8,12,7,-1,93,65,36,1007,1000,996,16,8,1,27,11,48,8.64,"Fog , Rain"
2014,Apr,9,16,12,7,1,-3,-11,65,44,23,1017,1008,1003,16,16,16,27,11,50,0,
2014,Apr,10,14,10,6,2,-6,-11,47,36,24,1023,1020,1017,16,16,16,26,11,45,0,
2014,Apr,11,24,19,13,9,4,-1,67,49,31,1017,1015,1014,16,16,16,21,9,35,0,
2014,Apr,12,23,17,10,9,3,-3,83,51,19,1024,1021,1016,16,16,16,23,7,34,0,
2014,Apr,13,25,19,12,12,8,-2,77,55,33,1023,1020,1015,16,16,13,24,9,37,0,
2014,Apr,14,24,19,15,13,12,10,78,62,46,1017,1014,1011,16,16,16,27,12,47,0,
2014,Apr,15,17,9,1,14,9,-1,93,86,79,1013,1007,1000,16,10,3,27,14,48,18.03,"Rain , Snow"
2014,Apr,16,9,4,-1,-1,-7,-11,70,48,26,1035,1024,1013,16,14,1,26,12,50,1.27,"Rain , Snow"
2014,Apr,17,9,6,2,-1,-4,-9,65,51,37,1041,1038,1036,16,16,16,27,13,35,0,
2014,Apr,18,9,6,2,1,-2,-3,70,58,46,1036,1031,1025,16,16,16,23,9,32,0,
2014,Apr,19,20,13,5,2,-3,-8,70,44,17,1028,1025,1023,16,16,16,26,9,34,0,
2014,Apr,20,16,12,7,1,-3,-7,60,42,24,1033,1030,1027,16,16,16,26,10,40,0,
2014,Apr,21,19,12,5,4,-1,-6,63,41,19,1026,1019,1012,16,16,16,21,7,29,0,
2014,Apr,22,22,16,11,11,8,5,77,58,38,1011,1004,999,16,16,11,21,9,34,0.25,Rain
2014,Apr,23,16,12,7,8,2,-2,63,50,36,1010,1003,999,16,16,16,34,15,58,0,
2014,Apr,24,17,11,6,-2,-9,-13,53,33,12,1017,1012,1010,16,16,16,29,14,50,0,
2014,Apr,25,17,12,7,4,-5,-8,61,41,20,1017,1014,1008,16,16,16,26,8,37,0.51,Rain
2014,Apr,26,19,14,8,9,7,3,93,65,37,1012,1008,1006,16,10,2,23,9,34,23.37,Rain
2014,Apr,27,15,12,8,3,1,-1,60,49,38,1020,1015,1012,16,16,16,26,9,35,0,
2014,Apr,28,19,13,7,3,1,-4,65,44,22,1020,1019,1016,16,16,16,23,7,32,0,
2014,Apr,29,11,9,6,4,3,2,82,68,54,1030,1027,1021,16,16,14,26,14,42,0.76,Rain
2014,Apr,30,11,8,5,9,6,2,93,85,76,1030,1025,1015,16,4,1,29,13,42,126.24,Rain
2014,May,1,26,18,11,16,12,7,97,64,31,1016,1010,1005,16,8,1,21,7,32,3.05,"Fog , Rain"
2014,May,2,21,17,13,10,4,0,77,52,27,1011,1008,1006,16,16,16,26,7,42,T,
2014,May,3,22,17,12,9,4,1,77,54,30,1012,1010,1007,16,15,3,19,5,31,2.03,Rain
2014,May,4,18,16,12,9,2,-6,77,50,22,1009,1007,1004,16,16,16,34,13,55,0.51,
2014,May,5,21,16,10,2,-2,-7,56,37,18,1012,1011,1009,16,16,16,26,12,45,0,
2014,May,6,22,17,11,2,-2,-4,47,34,20,1018,1014,1012,16,16,16,21,6,35,0,
2014,May,7,21,16,10,4,-1,-3,47,35,22,1024,1022,1019,16,16,16,21,6,32,0,
2014,May,8,15,13,12,12,11,4,93,72,51,1023,1022,1019,16,6,2,13,7,-,10.41,Rain
2014,May,9,17,15,13,16,13,11,93,89,84,1023,1020,1016,10,5,2,21,5,27,1.02,Rain
2014,May,10,28,21,14,18,16,13,97,74,51,1015,1013,1010,16,7,0,27,7,50,9.4,"Fog , Rain"
2014,May,11,28,22,16,16,6,0,87,53,19,1019,1016,1011,16,15,6,21,5,31,0.76,Rain
2014,May,12,29,24,18,15,11,7,58,48,37,1020,1018,1017,16,16,16,16,3,29,0,
2014,May,13,23,17,12,16,8,5,76,56,35,1026,1022,1016,16,15,8,32,11,45,0,
2014,May,14,22,17,11,13,10,6,87,71,55,1027,1025,1024,16,14,6,16,8,26,0.25,
2014,May,15,22,18,14,18,16,13,97,88,78,1025,1023,1019,14,6,1,21,9,35,3.81,Rain
2014,May,16,20,17,14,18,17,14,93,90,87,1019,1013,1010,16,7,1,26,10,50,39.12,Rain
2014,May,17,21,17,12,13,7,3,87,60,32,1020,1015,1010,16,16,16,21,8,32,0,
2014,May,18,19,15,11,5,2,-1,63,47,30,1023,1021,1020,16,16,16,19,9,31,0,
2014,May,19,22,16,9,3,1,-2,50,37,23,1023,1021,1018,16,16,16,23,7,45,0,
2014,May,20,26,19,12,6,3,-1,59,39,18,1021,1017,1015,16,16,16,21,5,35,0,
2014,May,21,23,21,17,12,9,6,63,51,39,1016,1014,1012,16,16,14,16,4,24,0,
2014,May,22,19,17,15,16,14,13,97,83,68,1012,1011,1010,16,5,1,16,5,24,6.1,Rain
2014,May,23,22,18,13,16,13,12,93,78,63,1015,1012,1011,16,7,1,21,7,31,23.11,"Fog , Rain"
2014,May,24,21,18,14,14,13,11,93,73,53,1020,1016,1013,16,11,1,19,6,23,10.16,Rain
2014,May,25,27,20,13,13,11,5,93,59,25,1020,1018,1016,16,14,5,16,3,26,0,
2014,May,26,30,24,19,11,9,7,49,37,25,1017,1015,1012,16,16,16,23,8,34,0,
2014,May,27,30,24,18,17,14,11,64,51,37,1012,1010,1008,16,16,13,26,7,47,T,
2014,May,28,18,15,12,13,10,7,87,77,66,1023,1015,1010,16,15,10,26,12,35,0,
2014,May,29,19,15,11,8,6,4,71,61,51,1025,1023,1021,16,16,16,21,7,32,0,
2014,May,30,24,18,13,11,8,3,67,54,41,1021,1018,1015,16,16,14,26,4,34,T,
2014,May,31,23,18,14,13,9,6,72,55,38,1026,1022,1019,16,15,3,32,9,45,1.27,Rain
2014,Jun,1,25,19,13,8,4,1,66,44,21,1028,1026,1025,16,16,16,16,6,29,0,
2014,Jun,2,27,21,15,13,9,4,55,45,35,1025,1021,1016,16,16,16,16,7,31,0,
2014,Jun,3,31,24,18,21,17,12,93,69,45,1017,1012,1010,16,11,2,21,6,35,3.05,Rain
2014,Jun,4,28,23,17,17,16,16,93,72,51,1012,1009,1007,16,10,5,16,6,26,0,
2014,Jun,5,24,21,16,17,16,8,93,67,41,1009,1006,1004,16,8,1,21,9,32,22.1,Rain
2014,Jun,6,24,21,16,10,9,8,64,51,38,1014,1011,1009,16,16,16,16,7,32,0,
2014,Jun,7,28,22,16,13,11,10,72,54,35,1016,1015,1013,16,16,16,14,5,24,0,
2014,Jun,8,30,24,19,15,12,11,73,53,32,1014,1013,1012,16,16,16,21,5,31,0,
2014,Jun,9,23,20,17,18,17,10,100,72,44,1015,1014,1012,16,5,1,14,7,24,40.64,"Fog , Rain"
2014,Jun,10,25,22,18,20,18,17,93,84,74,1016,1014,1013,14,8,2,13,5,18,0,
2014,Jun,11,21,19,16,19,15,13,90,78,66,1021,1019,1016,16,15,8,26,11,37,0.51,Rain
2014,Jun,12,23,19,16,19,17,13,97,88,78,1020,1017,1013,16,9,2,16,9,24,1.78,Rain
2014,Jun,13,26,22,18,20,18,17,100,86,71,1014,1010,1007,16,6,0,14,6,27,32.51,"Fog , Rain"
2014,Jun,14,23,19,16,19,16,7,93,69,44,1017,1011,1008,16,10,2,23,8,42,0,
2014,Jun,15,27,21,15,12,11,9,72,56,39,1019,1018,1017,16,16,16,19,7,29,0,
2014,Jun,16,27,22,17,14,13,12,78,59,39,1022,1020,1018,16,16,16,19,5,29,0,
2014,Jun,17,32,27,22,21,17,14,68,57,46,1018,1016,1012,16,14,11,14,6,26,0,
2014,Jun,18,32,28,24,20,17,13,67,51,35,1015,1012,1009,16,16,13,23,9,39,0,
2014,Jun,19,25,23,20,20,17,16,93,77,60,1017,1015,1014,16,14,3,16,6,27,3.81,Rain
2014,Jun,20,26,22,18,18,8,4,84,55,26,1016,1015,1012,16,16,14,19,7,31,0,
2014,Jun,21,26,21,17,11,9,6,60,46,32,1015,1014,1012,16,16,16,21,8,29,0,
2014,Jun,22,26,22,18,14,12,9,78,58,38,1017,1015,1013,16,16,16,14,3,24,0,
2014,Jun,23,27,23,18,14,13,12,73,60,46,1021,1020,1017,16,16,16,19,4,31,0,
2014,Jun,24,27,24,20,16,14,12,70,58,45,1022,1020,1017,16,16,16,19,8,32,0,
2014,Jun,25,29,26,21,21,20,16,90,76,61,1017,1014,1010,16,14,8,19,8,39,2.03,Rain
2014,Jun,26,29,26,21,21,19,17,93,74,54,1015,1011,1009,16,14,3,21,8,27,1.78,Rain
2014,Jun,27,28,24,19,18,16,13,79,61,43,1024,1019,1015,16,16,16,21,5,29,0,
2014,Jun,28,31,25,19,15,13,9,68,48,27,1025,1024,1024,16,16,16,19,5,32,0,
2014,Jun,29,28,24,20,17,13,10,68,55,42,1025,1023,1020,16,16,16,19,4,29,0,
2014,Jun,30,29,25,21,19,17,11,84,66,47,1020,1017,1014,16,16,16,16,4,32,0,
2014,Jul,1,32,27,22,21,19,16,84,70,55,1015,1012,1010,16,16,16,23,8,37,0,
2014,Jul,2,33,28,22,24,22,19,93,73,52,1016,1012,1010,16,10,1,24,6,42,24.38,"Fog , Rain"
2014,Jul,3,31,26,21,23,22,19,97,81,65,1017,1014,1012,13,7,0,19,5,40,45.21,"Fog , Rain"
2014,Jul,4,23,21,18,21,18,10,97,75,53,1016,1015,1013,16,10,3,23,9,40,3.56,Rain
2014,Jul,5,27,22,17,11,9,8,60,46,32,1021,1019,1016,16,16,16,24,11,39,0,
2014,Jul,6,29,24,19,15,12,11,58,46,34,1019,1016,1013,16,16,16,27,8,37,0,
2014,Jul,7,32,27,22,19,17,16,73,56,38,1014,1010,1007,16,15,14,23,9,40,1.02,
2014,Jul,8,33,27,22,21,19,17,93,69,44,1012,1009,1005,16,11,1,24,7,53,9.91,Rain
2014,Jul,9,31,27,22,21,18,15,84,62,40,1014,1011,1008,16,14,1,21,7,32,2.29,Rain
2014,Jul,10,28,26,22,18,16,16,73,60,47,1021,1019,1014,16,16,16,16,5,27,0,
2014,Jul,11,30,26,22,17,14,12,68,53,37,1023,1022,1020,16,16,16,16,6,23,0,
2014,Jul,12,29,26,22,18,16,13,73,58,42,1024,1022,1020,16,16,13,16,5,32,0,
2014,Jul,13,28,26,22,22,19,14,87,72,57,1020,1016,1012,16,14,4,14,8,26,0.76,Rain
2014,Jul,14,29,26,22,23,22,21,100,85,69,1013,1011,1010,13,6,2,19,7,34,11.68,Rain
2014,Jul,15,30,26,22,23,22,21,94,82,70,1011,1009,1007,11,6,0,21,4,31,33.02,"Fog , Rain"
2014,Jul,16,27,24,20,21,18,12,93,68,42,1012,1009,1007,16,10,3,16,6,26,T,
2014,Jul,17,27,23,19,15,12,9,73,56,38,1020,1015,1012,16,16,16,16,6,26,0,
2014,Jul,18,27,23,18,14,12,10,73,55,36,1024,1022,1020,16,16,16,14,7,-,0,
2014,Jul,19,24,22,20,17,13,9,78,63,47,1024,1024,1023,16,16,16,11,8,-,0,
2014,Jul,20,26,22,19,17,15,12,81,65,49,1021,1020,1020,16,16,16,19,6,24,T,
2014,Jul,21,29,24,19,17,16,14,81,61,40,1023,1022,1020,16,16,14,13,3,23,0,
2014,Jul,22,30,26,22,19,18,15,69,60,51,1022,1020,1017,16,16,14,19,6,32,0,
2014,Jul,23,31,27,22,22,20,17,93,75,57,1017,1012,1008,16,14,2,26,8,40,4.83,Rain
2014,Jul,24,27,24,21,21,16,11,84,65,46,1013,1011,1009,16,16,16,16,8,26,0,
2014,Jul,25,28,23,19,15,12,10,63,49,35,1017,1015,1013,16,16,16,159,159,159,0,
2014,Jul,26,27,24,21,19,17,13,79,65,51,1016,1014,1012,16,16,16,14,7,29,0,
2014,Jul,27,29,26,22,22,19,17,93,72,51,1012,1008,1004,16,15,10,19,5,27,0.51,Rain
2014,Jul,28,28,24,20,22,18,13,90,68,45,1006,1002,1000,16,13,3,26,12,45,4.83,Rain
2014,Jul,29,24,21,18,13,11,9,68,55,41,1015,1011,1006,16,16,16,23,8,35,0,
2014,Jul,30,27,22,17,14,11,7,73,52,30,1017,1016,1015,16,16,16,16,5,23,0,
2014,Jul,31,28,24,20,18,14,12,69,59,48,1021,1019,1017,16,15,14,19,5,32,0,
2014,Aug,1,29,26,22,20,18,16,79,69,58,1023,1022,1021,16,13,10,19,6,32,0,
2014,Aug,2,23,21,17,18,17,14,93,77,61,1023,1022,1020,16,12,3,27,10,39,10.41,Rain
2014,Aug,3,24,22,19,18,17,16,93,77,60,1021,1020,1017,16,10,2,14,4,19,1.78,Rain
2014,Aug,4,29,25,21,19,18,17,84,68,51,1019,1018,1016,16,15,10,14,5,24,0,
2014,Aug,5,32,27,22,18,17,13,73,54,34,1018,1015,1013,16,16,16,19,4,26,0,
2014,Aug,6,28,25,21,17,15,12,73,55,37,1013,1012,1010,16,16,14,24,5,37,0,
2014,Aug,7,28,24,19,13,11,8,63,47,30,1016,1014,1012,16,16,16,21,7,35,0,
2014,Aug,8,28,23,18,13,11,9,67,50,33,1020,1018,1016,16,16,16,14,5,23,0,
2014,Aug,9,31,25,19,14,12,8,68,48,27,1020,1019,1018,16,16,16,14,5,24,0,
2014,Aug,10,31,26,20,17,13,11,78,55,31,1021,1020,1019,16,16,16,13,5,23,0,
2014,Aug,11,31,26,22,18,14,12,73,54,34,1021,1020,1019,16,16,16,14,5,31,0,
2014,Aug,12,26,24,21,21,19,17,90,77,64,1019,1016,1011,16,15,4,24,9,42,4.83,Rain
2014,Aug,13,28,24,20,20,19,17,93,74,54,1012,1007,1004,16,10,2,26,9,48,13.46,Rain
2014,Aug,14,25,21,17,14,11,9,68,52,36,1013,1011,1009,16,16,16,21,7,32,0,
2014,Aug,15,23,19,16,11,9,7,64,53,41,1015,1014,1012,16,16,16,21,9,32,0,
2014,Aug,16,26,22,17,12,11,8,63,50,36,1017,1015,1013,16,16,16,16,6,37,0,
2014,Aug,17,28,23,19,17,13,10,76,58,39,1013,1011,1009,16,16,14,19,6,32,0.25,
2014,Aug,18,27,22,17,13,11,10,72,54,36,1013,1012,1010,16,16,16,14,7,27,0,
2014,Aug,19,28,23,17,18,14,12,79,64,48,1014,1012,1011,16,15,4,14,6,23,0,
2014,Aug,20,29,25,21,18,16,12,79,60,40,1017,1015,1014,16,16,14,16,4,23,0,
2014,Aug,21,28,23,18,19,17,13,90,70,50,1019,1017,1016,16,14,2,19,6,31,8.89,Rain
2014,Aug,22,26,22,18,19,17,13,93,75,56,1019,1017,1016,16,13,3,16,8,23,1.52,Rain
2014,Aug,23,25,22,19,17,15,12,81,65,49,1021,1019,1017,16,16,16,21,7,29,0.25,
2014,Aug,24,27,22,18,16,14,13,78,62,45,1021,1020,1019,16,16,16,16,5,26,0,
2014,Aug,25,31,24,18,16,14,13,84,59,34,1022,1021,1020,16,16,16,16,4,23,0,
2014,Aug,26,32,27,21,19,17,14,84,60,36,1022,1020,1019,16,15,11,11,4,23,0,
2014,Aug,27,32,27,21,19,17,8,78,58,38,1019,1015,1011,16,16,14,16,5,31,0,
2014,Aug,28,28,23,19,19,12,7,74,54,33,1018,1013,1011,16,16,16,21,9,34,0,
2014,Aug,29,27,22,16,12,10,8,72,54,35,1024,1022,1019,16,16,16,19,5,29,0,
2014,Aug,30,27,23,18,18,15,12,73,59,45,1025,1023,1021,16,16,16,13,4,27,0,
2014,Aug,31,32,28,23,23,21,17,94,73,52,1021,1018,1014,16,11,0,24,5,47,15.75,"Fog , Rain"
2014,Sep,1,31,28,24,22,21,20,87,71,55,1016,1015,1013,16,15,13,16,5,24,0,
2014,Sep,2,33,29,25,22,21,18,82,62,41,1014,1011,1009,16,16,14,24,9,56,0,
2014,Sep,3,30,26,22,19,14,11,68,50,32,1020,1015,1010,16,16,16,21,5,34,0,
2014,Sep,4,31,26,21,17,14,12,66,51,35,1022,1021,1020,16,16,16,16,4,31,0,
2014,Sep,5,31,27,22,23,21,17,90,76,61,1023,1020,1016,16,14,8,16,5,27,0,
